kota_kabupaten,2021
Kabupaten Karanganyar,27229.0
Kabupaten Semarang,19500.0
Kabupaten Sukoharjo,13200.0
Kabupaten Wonogiri,10000.0
Kabupaten Boyolali,6550.0
